SG_UF;CO_ENTIDADE;IN_AGUA_POTAVEL;IN_AGUA_INEXISTENTE;IN_ENERGIA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_INEXISTENTE;IN_BANHEIRO;IN_COZINHA;IN_REFEITORIO;IN_QUADRA_ESPORTES;QT_SALAS_UTILIZADAS_ACESSIVEIS;QT_SALAS_UTILIZADAS;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_SALA_DIRETORIA;IN_SECRETARIA;IN_SALA_MULTIUSO;IN_SALA_LEITURA;IN_ALIMENTACAO;IN_INTERNET;IN_INTERNET_ALUNOS;MEDIA_INFRAESTRUTURA
MS;50011790;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;56.25
MS;50011804;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;19.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;75.0
MS;50034421;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;12.0;12.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;75.0
MS;50015095;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;12.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;87.5
MS;50001515;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;56.25
MT;51033879;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;62.5
MT;51034000;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;6.0;6.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;75.0
MT;51033828;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;50.0
MT;51021455;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;19.0;19.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;75.0
MT;51021935;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;15.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;75.0
MT;51069202;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;3.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;68.75
GO;52032094;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;16.0;16.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;50.0
GO;52036499;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;56.25
GO;52091953;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;37.5
GO;52260364;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;16.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;56.25
GO;52085490;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;15.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;93.75
GO;52106691;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;11.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;68.75
DF;53000781;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;19.0;19.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;81.25
DF;53000862;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;7.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;62.5
DF;53000889;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;7.0;7.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;68.75
DF;53000897;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;8.0;8.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;75.0
DF;53000960;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;19.0;19.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;87.5
DF;53001060;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;50.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;81.25
