uf,codigo_escola,nome_escola,dependencia_adm,reprovacao_fundamental_total,reprovacao_medio_total,evasao_fundamental_total,evasao_medio_total
CE,23091886,DR JOSE MARIA FERNANDES LEITAO E E F,Pública,0,,0,
CE,23091975,LUIZ CANUTO E E F,Pública,0,,0,
CE,23092068,MARCELINO TAVARES E E F,Pública,0,,0,
CE,23092084,FRANCISCO EDSON DE OLIVEIRA C E I F PROF,Pública,0,,0,
CE,23092122,CENTRO EDUCACIONAL RURAL E E F,Pública,0,,0,
CE,23173459,MANOEL LUIZ DA SILVA E E F,Pública,0,,0,
CE,23190833,FRANCISCO ALEXANDRE E E F,Pública,0,,0,
CE,23219866,DR ANTONIO EUFRASINO NETO E E B,Pública,0,,0.3,
CE,23220392,FRANCISCO DAS CHAGAS MOTA E E F,Pública,0,,0,
CE,23246650,EEEP MARIA EUDES BEZERRA VERAS,Pública,,0.2,,0
CE,23251476,OTAVIO RODRIGUES CAVALCANTE C E I F,Pública,0,,0,
CE,23263466,ESCOLA INDIGENA ANTONIO GOMES,Pública,0,,0,
CE,23263660,MARIA DE SOUZA MARQUES C I E F,Pública,0,,0,
CE,23263873,ANTONIO FILOGONIO DE OLIVEIRA VEREADOR E E F,Pública,0,,0,
CE,23281685,DR JOAO RODRIGUES DE SAMPAIO EEF,Pública,0,,0,
CE,23057793,EEMTI ALMIR PINTO,Pública,,2.1,,1.3
CE,23057858,CORDULINO RODRIGUES DA SILVA ESC DE ENS FUND,Pública,0,,0,
CE,23057874,FRANCISCO CORREIA RODRIGUES ESC DE ENS FUND,Pública,0,,0,
CE,23057920,JOAO PAULO SOBRINHO EEF,Pública,0,,0,
CE,23057939,JOAQUIM MARTINS DE SOUSA ESC DE ENS FUND,Pública,0,,0,
CE,23057971,VEREADOR JOSE PIRES DE FREITAS EEF,Pública,0,,0.3,
CE,23057980,JOSE PEREIRA DE SOUSA EEF,Pública,0,,0,
CE,23058005,EEF LUIS CANDIDO DE OLIVEIRA,Pública,2.8,,0.8,
CE,23058021,SIMAO MARCOS DA SILVA EEF,Pública,0,,0,
CE,23058048,MINELVINA MARIA DA CONCEICAO ESC DE ENS FUN,Pública,0,,0,
CE,23058072,RAIMUNDO DOS SANTOS LESSA EEF,Pública,0,,1.5,
CE,23058099,RAIMUNDO FACO EEF,Pública,0,,0,
CE,23058110,SEBASTIAO FREIRE BRAGA ESC DE ENS FUND,Pública,0,,0,
CE,23058242,JOAO EGIDIO DA COSTA ESC DE ENS FUND,Pública,0,,0,
CE,23058315,MARIA DE LOURDES COSME EEF,Pública,0.6,,0,
CE,23058331,ODILON DE SOUZA BRILHANTE ESC DE ENS FUND,Pública,0,,0,
CE,23058366,PEDRO DA COSTA GOMES EEF,Pública,0,,0,
CE,23058382,RAIMUNDO LOPES BRAVEZA ESC DE ENS FUND,Pública,0,,0,
CE,23252383,EEMTI JOSEFA CLEMENTINO FERREIRA DE OLIVEIRA,Pública,,0,,5.4
CE,23260343,INSTITUTO EDUCACIONAL MARIA AUREA,Privada,0,,0,
CE,23268310,EEM FRANCISCA PINTO DOS SANTOS,Pública,,0,,0
CE,23274107,EEEP MARIA MOSA DA SILVA,Pública,,0,,0
CE,23144009,ELIZEU BATISTA EEF,Pública,0.3,,0,
CE,23144025,EEM EPITACIO PESSOA,Pública,,0.3,,3
CE,23144211,MARIA EVANGELISTA CORREIA EEF,Pública,2.9,,0.3,
CE,23144262,MANOEL MOREIRA PEQUENO EEF,Pública,5.2,,0,
CE,23144270,MIGUEL NUNES COSTA EEF,Pública,0,,0,
CE,23144297,ROBERTO ROLIM EEF,Pública,4.3,,0.6,
CE,23144360,ISAIAS CANDIDO RODRIGUES EEF,Pública,0,,1.1,
CE,23144394,MANOEL RAIMUNDO MONTANHA EEF,Pública,0.5,,0,
CE,23144475,OTILIO RUFINO DE LIMA EEF,Pública,0,,0.6,
CE,23144521,JOAQUIM PEDRO DA SILVA EEF,Pública,0,,0,
CE,23144572,MANOEL LEITE BARBOSA EEF,Pública,5.8,,0,
CE,23249307,PARAISO DA CRIANCA EEIF,Privada,0.5,,0,
CE,23084138,E M T I PROFESSORA MARIA DO CARMO DE SOUSA LOPES,Pública,0,,0,
CE,23084146,ARACI GONZAGA DA SILVA E E F,Pública,5.8,,0.2,
CE,23084154,EMTI ARTUR BANDEIRA,Pública,0,,0,
CE,23084170,ESCOLA MUNICIPAL DE TEMPO INTEGRAL SENADOR CARLOS JEREISSATI,Pública,0,,0,
CE,23084200,EEM PADRE CORIOLANO,Pública,,2,,1.6
CE,23084286,EMTI PROFESSORA HERMINIA MENDONCA DE QUEIROZ,Pública,0,,0,
CE,23084294,ESCOLINHA ABC INFANTIL,Privada,0,,0,
CE,23084324,JOAO DE CASTRO E SILVA EEF,Pública,0,,0,
CE,23084359,JOAQUIM AMANCIO BEZERRA EEF,Pública,4.5,,0,
CE,23084367,JOSE GERALDO FILHO EMTI,Pública,0,,0,
CE,23084383,ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSOR ELDER GURGEL SOUZA MOREIRA,Pública,0,,0,
CE,23084405,ESCOLA MUNICIPAL DE TEMPO INTEGRAL VEREADOR JOAQUIM TAVARES BRAGA,Pública,0,,0,
CE,23084448,ESAU NOGUEIRA DE QUEIROZ EMTI,Pública,0,,0,
CE,23084456,NUNES MORAES COLEGIO DE ENSINO FUNDAMENTAL E MEDIO,Privada,0,,0,
CE,23084472,ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOSE ELTON DE LIMA,Pública,0,,0,
CE,23084537,RAIMUNDO NOGUEIRA DE QUEIROZ EEF,Pública,8.4,,0.9,
CE,23084545,RAIMUNDO SOTERO DE MOURA EEF,Pública,4.1,,0,
CE,23084553,RECANTO FELIZ INSTITUTO EDUCACIONAL,Privada,0.5,,0,
CE,23084626,ESCOLA MUNICIPAL DE TEMPO INTEGRAL NAZARE FARIAS DE LIMA,Pública,1.1,,0,
CE,23198664,INSTITUTO EDUCACIONAL TIA DOCA,Privada,0,,0,
CE,23223812,RAIMUNDO PAIXAO EDUCANDARIO,Privada,0,,0,
CE,23230347,DANILO COSTA MENEZES EMTI PROF,Pública,0,,0.6,
CE,23239344,FILOSOFIA PARA CRIANCA ESCOLINHA INFANTIL,Privada,2.5,,0,
CE,23239441,EMTI SENADOR VIRGILIO DE MORAES FERNANDES TAVORA,Pública,2,,0.2,
CE,23239786,JOAQUIM NOGUEIRA LOPES VER EMTI,Pública,0,,0.7,
CE,23251913,NUNES MORAES COLEGIO DE ENSINO FUNDAMENTAL E MEDIO CENTRO,Privada,3.3,2.4,0,1.8
CE,23253991,ESCOLA MUNICIPAL DE TEMPO INTEGRAL PROFESSORA EDITE NOGUEIRA DA COSTA,Pública,0,,0,
CE,23258802,INSTITUTO EDUCACIONAL ESSENCIA,Privada,1.9,,0.7,
CE,23263709,CRECHE ESCOLA INFANTIL PLANETA BEBE,Privada,0,,0,
CE,23264691,COLEGIO OTAVIO NOGUEIRA COSTA LTDA ME,Privada,0.6,,0,
CE,23264993,EEM DIONE MARIA BEZERRA PESSOA,Pública,,1,,1.8
CE,23269073,ESPACO MAGICO INSTITUTO EDUCACIONAL,Privada,0,,0,
CE,23277890,EEM DE CURIMATA,Pública,,1.1,,0.5
CE,23278552,INSTITUTO EDUCACIONAL LAURO NOBRE DE BRITO,Privada,2.7,,0,
CE,23303212,ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOAO RONALDO MATIAS,Pública,0,,0,
CE,23306610,ALICE FERNANDES LOPES ESCOLA DE ENSINO FUNDAMENTAL,Pública,0,,0,
CE,23323612,EEEP JOSE MARIA FALCAO,Pública,,0,,0
CE,23327626,ALBA LARANJEIRA DE ALBUQUERQUE EEF,Pública,0.7,,0,
CE,23327634,PEDRO COSTA LIMA EEF,Pública,0,,0,
CE,23462043,ESCOLA MUNICIPAL DE TEMPO INTEGRAL NELI GAMA NOGUEIRA,Pública,0,,0,
CE,23462051,JOSE AUGUSTO CARVALHO EEF,Pública,1.2,,0,
CE,23462060,ESCOLA MUNICIPAL DE TEMPO INTEGRAL ANTONIO AIRTON TORRES,Pública,7.5,,0,
CE,23564482,ESCOLA EDUCAR,Privada,0,,0,
CE,23083417,ANA ALBUQUERQUE CAMPOS EEIEF,Pública,1.5,,1.3,
CE,23083433,ANGELA COSTA CAMPOS EEF,Pública,0,,0.3,
CE,23083450,DR CARLOS ALBERTO DE ALMEIDA PONTE EEF,Pública,0.5,,0,
CE,23083476,EEMTI CASIMIRO LEITE DE OLIVEIRA,Pública,,0,,0
CE,23083492,CRISPIANA DE ALBUQUERQUE EEF,Pública,1.8,,0,
CE,23083549,EEM DEPUTADO FAUSTO AGUIAR ARRUDA,Pública,,0,,2.4
CE,23083603,COLEGIO CRISTAO JOANA SCRUGGS,Privada,0,,0,
CE,23083611,MANUEL PONTES DE MEDEIROS EEIEF,Pública,1.9,,0,
CE,23083620,COLEGIO MENINO JESUS,Privada,0,,0,
CE,23083638,MARIA MIRTES HOLANDA DO VALE PROF EEF,Pública,0.3,,0,
CE,23083654,EEMTI DESEMBARGADOR RAIMUNDO CARVALHO LIMA,Pública,,0,,0.5
CE,23083689,VICENTE FERRER DE LIMA EEIEF,Pública,0,,0,
CE,23083697,MAJOR MANOEL ASSIS NEPOMUCENO EEIEF,Pública,0.6,,0.7,
CE,23083700,MARIA DE SA RORIZ EEIEF,Pública,0,,0,
CE,23083719,MARIA MOCINHA ROCHA SA EEIEF,Pública,2.8,,0,
CE,23083735,CLOVIS DE CASTRO PEREIRA EEF,Pública,0.4,,0.9,
CE,23083743,EDWIGES EDUCANDARIO SANTA,Privada,0,,0,
CE,23083751,FIRMINO DE ABREU LIMA EREIEF,Pública,5.9,,0,
CE,23083760,OS HEROIS DO TIMBO EEIEF,Pública,0,,0,
CE,23083778,JARDIM BOM RETIRO EREIEF,Pública,1.4,,0,
CE,23083794,EEEP PROFESSORA LUIZA DE TEODORO VIEIRA,Pública,,0,,0
CE,23083808,MARIA GUIOMAR BASTOS CAVALCANTE PROFESSORA EEIEF,Pública,4.2,,0,
CE,23083824,NELLY DE LIMA E MELO EEIEF,Pública,0.5,,0,
CE,23083832,PEDRO DE SA RORIZ EEIEF,Pública,0.6,,0,
CE,23182342,GELIA DA SILVA CORREIA EEIEF,Pública,0.3,,0,
CE,23190906,WALNEY DO CARMO LOPES EEIEF,Pública,0,,0,
CE,23196114,UNIVERSUS COLEGIO,Privada,0,,0,
CE,23242094,SOUSA BRASIL EDUCANDARIO,Privada,0,,0,
CE,23252456,EEEP RAIMUNDO CELIO RODRIGUES,Pública,,0,,0
CE,23263423,ESCOLA INDIGENA ITA-ARA,Pública,2.3,1.9,0,1.9
CE,23264020,JOSE BATISTA DE OLIVEIRA EEIEF,Pública,0,,0,
CE,23264292,JOAO PAULO SAMPAIO DE MENEZES EEIEF,Pública,0.1,,0,
CE,23267259,MANOEL ROSENDO FREIRE EEF,Pública,1.1,,0,
CE,23274697,EMANUEL CRISTAO COLEGIO,Privada,0,,0,
CE,23282355,COLEGIO CLAREAR DO SABER,Privada,0,,0,
CE,23326662,JOANA VASCONCELOS DE OLIVEIRA EEIEF,Pública,2.3,,0,
CE,23055847,MARIA VIDAL MARQUES EMEIF,Pública,0,,0,
CE,23055863,ENEAS HORTENCIO SILVEIRA EMEF,Pública,0,,0,
CE,23055979,SANTA LUISA DE MARILAC AEV,Privada,2.1,,0,
CE,23055995,EEMTI MENEZES PIMENTEL,Pública,,0.6,,3.4
CE,23056010,FRANCISCO ALVES BARBOSA EMEIF,Pública,0,,0,
CE,23056053,FERNANDO MOREIRA SALES EMEIF,Pública,0,,0,
CE,23056061,SEBASTIAO ESC MUN ENS FUND SAO,Pública,0,,0,
CE,23223553,SAO LUIS EMTI,Pública,0,,0,
CE,23229845,ROSA MAIA REBOUCAS EMEIF,Pública,0,,0,
CE,23244399,ESCOLA DE ENSINO INFANTIL E FUNDAMENTAL MONTEIRO LOBATO,Privada,0,,0,
CE,23022582,JOAO LOPES DE MATOS EEF,Pública,0,,0,
CE,23022590,MARIA EDNA ALVES EEIF,Pública,0,,0,
CE,23022639,CORIOLANO ALVES DE BRITO EEF,Pública,0.7,,0,
CE,23022655,EEMTI PLACIDO ADERALDO CASTELO,Pública,,0,,0.7
CE,23022663,VALFRIDO SALMITO DE ALMEIDA EEIF,Pública,0,,0,
CE,23022671,JOAO BATISTA EEF SAO,Pública,0,,0,
CE,23182180,MEUS SONHOS LTDA ESC DOS,Privada,0,,0,
CE,23246731,EEEP PROFESSORA MARIA DE JESUS RODRIGUES ALVES,Pública,,0.8,,0.2
CE,23130890,EEMTI JOSE FRANCISCO DE MOURA,Pública,,4,,0
CE,23130903,EEFTI JOSE NUNES SOBRINHO,Pública,0,,0,
CE,23130989,EEFTI MATEUS SOBRINHO SEDE,Pública,0,,0,
CE,23130997,EEFTI MATEUS SOBRINHO,Pública,0,,0,
CE,23131063,EEFTI PADRE SEVERINO XAVIER,Pública,0,,0,
CE,23131101,EEFTI RAIMUNDO NOGUEIRA BARROS,Pública,0,,0,
CE,23056177,EEMTI MARIA AMELIA PERDIGAO SAMPAIO,Pública,,0,,3
CE,23056215,ANTO VIEIRA - E E F T I,Pública,0,,0,
CE,23056223,BATISTA QUEIROS - ESC MUL PE,Pública,0,,0,
CE,23056347,IZAURA AMELIA PEREIRA - EEF,Pública,0,,0,
CE,23056371,JOAO DAMASCENO VIEIRA - E E F T I,Pública,0,,0,
CE,23056525,FELISMINA C MACAMBIRA PREFEITA - C DE EDUCACAO RURAL,Pública,0,,0,
CE,23210214,JOSE ILDEFONSO CAMPOS - EEFTI,Pública,0.7,,0.7,
CE,23247843,RAMILSON HOLANDA LUZ ESCOLA MUNICIPAL,Pública,0,,0,
CE,23260165,COLEGIO CRIATIVO,Privada,0,,0,
CE,23268638,MARIA GISELDA COELHO TEIXEIRA EEEP,Pública,,0,,0
CE,23282053,ESCOLA TECNICA DE PALMACIA,Privada,,0,,0
CE,23040033,ANTONIO SALES EMEF,Pública,0,,0,
CE,23040041,JOSE FERREIRA DA SILVA EMEIF,Pública,0,,0,
CE,23040050,CIRIACO VICENTE DA COSTA EMEIF,Pública,0,,0,
CE,23040084,DOMINGOS FCO DA SILVA E M E I F,Pública,0,,0,
CE,23040165,FRANCISCO PAZ DE OLIVEIRA EMEIF,Pública,0,,0,
CE,23040181,EEM HERMINIO BARROSO,Pública,,0,,1.3
CE,23040190,ISAC DA ROCHA EMEIF,Pública,0.4,,0,
CE,23040297,EEMTI PROFESSORA MARIA LUIZA SABOIA RIBEIRO,Pública,,0,,0.3
CE,23040360,PEDRO ANTONINO GOMES EMEIF,Pública,0,,0,
CE,23040394,POMPILIO C DE SOUSA EMEIF,Pública,0,,0,
CE,23040408,EDUCANDARIO NOSSA SENHORA DOS REMEDIOS,Privada,0,,0,
CE,23040416,RUFINO VIEIRA EMEF,Pública,0,,0,
CE,23040424,SABINO ALVES BRAUNA EMEIF,Pública,0,,0,
CE,23191821,MARIA ELISA MAGALHAES EMEIF,Pública,0,,0.4,
CE,23191830,LUIZ BEVILAQUA VIEIRA E M E F,Pública,0,,0,
CE,23191848,JOAQUIM SOARES DE ALMEIDA EMEIF,Pública,0,,0,
CE,23191864,RIACHO DOCE EMEF,Pública,0,,0,
CE,23191872,MARIA YOLANDA BARROSO EMEIF,Pública,0,,0.6,
CE,23191910,MANOEL GERALDO LOPES EMEIF,Pública,0,,0,
CE,23191937,EZEQUIEL VICENTE DA COSTA EMEIF,Pública,0,,0,
CE,23216921,MARIA ALBUQUERQUE LIMA EMEF,Pública,0,,0,
CE,23247428,PADRE JOAO DA ROCHA EM INTEGRAL,Pública,0,,0,
CE,23247509,JOAO DA ROCHA COLEGIO PADRE,Privada,0,0,0,0
CE,23545372,EEEP PROFESSORA ABIGAIL SAMPAIO,Pública,,0.4,,0
CE,23040491,EEM ENGENHEIRO AGEU ROMERO,Pública,,0,,0
CE,23040513,ALTINA LARANJEIRA-EMEF,Pública,0,,0,
CE,23040521,ANTONIO BARROSO BRAGA EMEF,Pública,0,,0,
CE,23040548,LUIZA BARROSO BRAGA EMEIF,Pública,0,,0,
CE,23040580,FRANCISCO BATISTA DE AZEVEDO EMEF,Pública,0,,0,
CE,23040599,FRANCISCO CIPRIANO MOREIRA EMEIF,Pública,0,,0,
CE,23040602,FRANCISCO HENRIQUE DE AZEVEDO EMEF,Pública,0,,0,
CE,23040629,EEEP FLAVIO GOMES GRANJEIRO,Pública,,1.8,,0
CE,23040645,JOSE BARROSO DE OLIVEIRA EMEIF,Pública,0,,0,
CE,23040726,MARGARIDA BARBOSA DE CASTRO EMEIF,Pública,0,,0,
CE,23040750,OLDEMBURGO BARROSO BRAGA EMEIF,Pública,0,,0,
CE,23040769,CENTRO INTEGRADO DE ENSINO DE PARAIPABA LTDA,Privada,0,1.4,0.4,0
CE,23040858,EDMUNDO PEREIRA BARBOSA EMEIF,Pública,0,,0,
CE,23040866,SAUL MATIAS DA SILVA EMEIF,Pública,0,,0,
CE,23040874,ALDENOR PEREIRA DOS SANTOS-EMEIF,Pública,0,,0.7,
CE,23179104,CENTRO EDUCACIONAL O PEQUENO PRINCIPE,Privada,0,,0,
CE,23179392,PETRONILIA CARVALHO BARROSO EMEIF,Pública,0,,0,
CE,23179430,BETEL EMEF,Pública,0,,0,
CE,23206942,FRANCISCO FIGUEIREDO DE PAULA PESSOA EMTI,Pública,1.4,,0,
CE,23228776,JOSE BRAGA DE PAIVA EMEIF,Pública,0,,0,
CE,23247924,PAULO SILVA DOS SANTOS EMEIF,Pública,0,,0,
CE,23247932,VICENTE VASCONCELOS DA SILVA EMEF,Pública,0,,0,
CE,23267607,HUMBERTO VIEIRA PESSOA EMEIF,Pública,0.2,,0.2,
CE,23267623,COMPLEXO ESCOLAR SETOR C1 EMEIF,Pública,0,,0,
CE,23267640,COMPLEXO ESCOLAR SETOR B EMEIF,Pública,0,,0,
CE,23307811,JOAO BARBOSA BENTO EMEIF,Pública,0,,0,
CE,23328819,MUNDO MAGICO DA LEITURA ESCOLA,Privada,0,,0,
CE,23106727,ANTONIO RUFINO EEF,Pública,0,,0,
CE,23106859,EEF CICERO FERREIRA DOS SANTOS,Pública,1,,1.2,
CE,23106875,EEIEF JOAO FRANCISCO DA SILVA,Pública,0,,0,
CE,23106921,EEF FRANCISCA CARVALHO NORONHA,Pública,0,,3,
CE,23106956,EEF FRANCISCO ALVES TEIXEIRA,Pública,0.2,,0.6,
CE,23106964,EEIEF LUCIA SOARES DA SILVA,Pública,0,,0,
CE,23106972,EEF FRANCISCO FELIX,Pública,0,,0,
CE,23107111,EEF JOAO DE SOUSA LEMOS,Pública,0.3,,0.8,
CE,23107219,JOAO GONCALVES DOS SANTOS EEF,Pública,0,,0,
CE,23107260,JOAQUIM FILOMENO NORONHA EEF,Pública,0,,2.2,
CE,23107278,EEF JOSE CARVALHO PINHEIRO,Pública,0,,0,
CE,23107383,OTAVIO TORQUATO FERREIRA EEIEF,Pública,0,,4,
CE,23107391,EEIEF VICENTE NORONHA MOTA,Pública,0,,1.9,
CE,23107405,MANOEL DE SOUZA EEIEF,Pública,0,,1.5,
CE,23107600,EEIEF JOAO NECO SOBRINHO,Pública,0,,0,
CE,23107804,LEANDRO LOPES DA SILVA EEF,Pública,0,,0,
CE,23108053,AMANCIO SIQUEIRA ROSA EEIEF,Pública,0,,0,
CE,23108150,EEIEF RAIMUNDO JOSE PEREIRA,Pública,0,,4,
CE,23108312,FRANCISCO MOTA DA SILVA EEIEF,Pública,0,,0,
CE,23108320,ANTONIO NOGUEIRA DE FRANCA EEIEF,Pública,0,,0,
CE,23108363,EEIEF MANOEL DE SOUSA,Pública,0,,0,
CE,23108380,EVA PEREIRA LIMA EEIEF,Pública,0,,0,
CE,23108410,LUIS HENRIQUE DA SILVA EEF,Pública,0,,0,
CE,23184027,JOSE DE ARAUJO FEITOSA EEF,Pública,0,,0,
CE,23200170,EEF ANTONIO ALVES DA SILVA,Pública,0,,0,
CE,23200219,FRANCISCA NEVES FEITOSA EEF,Pública,0,,0,
CE,23235608,JOSE DANIEL DOS SANTOS EEIEF,Pública,0,,0,
CE,23235705,EEMTI ANA NORONHA,Pública,,0,,3.2
CE,23239948,EUFRASIO ALVES FEITOSA EEF,Pública,0,,0,
CE,23243082,EEEP JOAQUIM FILOMENO NORONHA,Pública,,0.4,,0.2
CE,23251204,PEDRO DE ARAUJO FEITOSA EEIEF,Pública,0,,2.2,
CE,23252618,EEMTI ANA DE SIQUEIRA GONCALVES,Pública,,0,,1.6
CE,23262087,EEIEF MANOEL LUIS DE OLIVEIRA,Pública,0,,0,
CE,23264012,EEIEF MANOEL DE SOUSA FEITOSA,Pública,0,,0,
CE,23264039,EEIEF MIGUEL CESAR DE OLIVEIRA,Pública,0,,0,
CE,23281901,EEF INACIO JORGE DA SILVA,Pública,6.9,,0,
CE,23281979,EEF DEILMA SIQUEIRA DE ALENCAR ALMEIDA,Pública,0,,4,
CE,23281987,EVA BATISTA DE ALMEIDA EEF,Pública,0,,0,
CE,23282010,EEF JOSEFA PEREIRA DA SENA,Pública,0,,2.3,
CE,23336218,EEIEF FRANCISCA EVILEIDE DE SOUSA,Pública,0,,1.5,
CE,23461810,JOSE ALEXANDRE DE NORONHA EEIEF,Pública,0,,0,
CE,23461829,ANTONIO DAMIAO DA SILVA EEF,Pública,0,,0,
CE,23461837,EEIEF PEDRO JOSE DA SILVA,Pública,0,,0,
CE,23461845,EEIEF JOSE PEDRO DA SILVA,Pública,1.2,,0,
CE,23461853,FRANCISCO GILSON DE SOUSA SILVA EEIEF,Pública,0,,0,
CE,23461861,VICENTE LOPES DA SILVA EEF,Pública,0,,0,
CE,23461870,RITA PEREIRA DA SILVA EEIEF,Pública,0,,0,
CE,23545666,JOSE FIRMINO LO EEIEF,Pública,0,,1.2,
CE,23545674,RAIMUNDA ALVES DE SOUSA EEIEF,Pública,0,,0,
CE,23050950,BELA VISTA ESCOLA MUNICIPAL,Pública,1.8,,0,
CE,23051256,FILINHA ROCHA LIMA ESCOLA MUNICIPAL,Pública,0,,0,
CE,23051361,JOAQUIM GOMES ESCOLA MUNICIPAL,Pública,0,,0,
CE,23051469,JUSTINO GOMES ESCOLA MUNICIPAL,Pública,0,,0,
CE,23051485,LUZIA ESCOLA MUNICIPAL SANTA,Pública,2.8,,2.8,
CE,23051507,MANUEL CORDEIRO ESCOLA MUNICIPAL,Pública,0,,0,
CE,23051540,PAULO SARASATE ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,Pública,0.8,,0.3,
CE,23051558,PAULO VI ESCOLA MUNICIPAL,Pública,3.4,,13.8,
CE,23051590,RAIMUNDO ESCOLA MUNICIPAL SAO,Pública,0,,0,
CE,23051639,RITA ESCOLA MUNICIPAL SANTA,Pública,0,,0,
CE,23051671,EEMTI TOME GOMES DOS SANTOS,Pública,,0,,1
CE,23183225,MANUEL DE ARRUDA ESCOLA MUNICIPAL,Pública,0,,0,
CE,23246090,MINI MUNDO ESCOLA,Privada,0,,0,
CE,23282789,ESCOLA SANTANA,Privada,0,,0,
CE,23118407,MIGUEL ANTONIO DE LEMOS EEIF,Pública,0,,0,
CE,23118423,ANTONIO MARCIONILIO EEIF,Pública,0,,0,
CE,23118440,ANTONIO MOREIRA DE SOUZA EEF EM TEMPO INTEGRAL,Pública,0,,0,
CE,23118547,CICERO BARBOSA MACIEL EEIF EM TEMPO INTEGRAL,Pública,0,,0,
CE,23118628,DUAS IRMAS EEF,Privada,0,,0,
CE,23118679,SEBASTIAO FRANCISCO DUARTE EEIF,Pública,0,,0,
CE,23118687,FRANCISCO FERREIRA DE PINHO EEF,Pública,0,,0.4,
CE,23118695,FRANCISCO PEDRO BARBOSA EEIF,Pública,0,,0,
CE,23118709,EEMTI FRANCISCO VIEIRA CAVALCANTE,Pública,,0,,3.9
CE,23118741,HENRIQUE ALVES PEREIRA EEIF,Pública,0,,0,
CE,23118784,JOSEFA MARIA DA PAIXAO EEIF EM TEMPO INTEGRAL,Pública,0,,0,
CE,23118792,JOSE CORREIA SOBRINHO EEIF,Pública,0,,0,
CE,23118873,JOAQUIM VIANA DE LIMA EEIF EM TEMPO INTEGRAL,Pública,0,,0,
CE,23118881,JOSE ARAUJO CHAVES EEIF,Pública,0,,0,
CE,23118903,JOSE VICENTE AZEVEDO EEIF,Pública,0,,0,
CE,23119039,LOURENCO MARQUES DE MESQUITA EEIF,Pública,0,,0,
CE,23119071,MARIA ALVES DE OLIVEIRA EEF EM TEMPO INTEGRAL,Pública,0,,0,
CE,23119080,MARIA ALVES DE MESQUITA EEF,Pública,0,,0,
CE,23119136,MANOEL LUIZ DE CARVALHO EEIF,Pública,0,,0,
CE,23119365,SABINO VIEIRA CAVALCANTE EEF EM TEMPO INTEGRAL,Pública,0,,0,
CE,23119438,SOL NASCENTE EEF,Pública,0,,0,
CE,23119594,FRANCISCO ANTONIO APOLONIO EEIF,Pública,0,,0,
CE,23119713,JOSE PAULINO SILVA EEIF,Pública,0,,0,
CE,23119799,EEMTI DE MINEIROLANDIA,Pública,,2.3,,4.6
CE,23119810,GABRIEL DE FRANCA MELO EEF CENTRO EDUCACIONAL EM TEMPO INTEGRAL,Pública,0,,0,
CE,23119942,JOAO MANOEL FILHO EEF,Pública,0,,0,
CE,23120100,SIMPLICIO RODRIGUES DE OLIVEIRA EEF EM TEMPO INTEGRAL,Pública,0,,0,
CE,23120142,ANTONIO TORQUATO DE SOUZA EEF,Pública,0,,0,
CE,23120339,VICENTE ALVES DE MELO EEIF CENTRO EDUCACIONAL EM TEMPO INTEGRAL,Pública,0,,0,
CE,23120355,JOSE MENDES DA SILVA EEIF,Pública,0,,0,
CE,23202424,COLEGIO DOM JOSE MAURO RAMALHO DE ALARCON E SANTIAGO,Privada,0,,0,
CE,23228180,EDUCANDARIO PARAISO DO SABER,Privada,0,,0,
CE,23228288,ELIM INSTITUTO EDUCACIONAL,Privada,0,,0.6,
CE,23254700,BENICIO VIEIRA CAVALCANTE EEF EM TEMPO INTEGRAL,Pública,0,,0,
CE,23265833,EEMTI ELZA GOMES MARTINS,Pública,,0,,2.5
CE,23564040,EEEP ANTONIO RODRIGUES DE OLIVEIRA,Pública,,0,,0
CE,23171480,MONSEHOR ALCANTARA ESC DE 1¿ GR,Pública,0,,0,
CE,23171545,FCA IVANILDE LUCENA FEITOSA ESC 1 GR,Pública,0,,0,
CE,23171553,FRANCISCO ALVES GONDIM EEIEF,Pública,0,,0,
CE,23171634,JOSE CESARIO EEIEF,Pública,0,,1.5,
CE,23171774,FATIMA REGINA EEIEF,Pública,0.6,,0.6,
CE,23171804,EEMTI SIMAO ANGELO,Pública,,0.2,,1.9
CE,23249714,LEDITE ANGELO EEIEF PROF,Pública,0.7,,0.4,
CE,23252189,CENTRO EDUCACIONAL NASILIA FERREIRA DANTAS,Privada,0,,0,
CE,23263814,JOAQUIM PEREIRA LIMA ESCOLA DE EDUCACAO BASICA,Pública,0.5,,2.9,
CE,23045132,BALBINA MOREIRA DE AZEVEDO EEF,Pública,0,,0,
CE,23045213,DOMINGOS DA CUNHA BRAGA EEIF,Pública,0,,0,
CE,23045230,EEM ETELVINA GOMES BEZERRA,Pública,,0,,1
CE,23045280,FRANCISCO SA EMTI,Pública,0,,0,
CE,23045299,FCO SA NUCLEO D EEIF,Pública,0,,0,
CE,23045302,ALESSANDRA DE OLIVEIRA ARAUJO DE MATOS EEIF,Pública,0,,0,
CE,23045426,JOAO VIEIRA LIRA EEIF,Pública,0,,1.8,
CE,23045442,MARIA GLAUCINEIDE FIRMIANO DA SILVA EEIF PROFESSORA,Pública,0,,0,
CE,23045493,EEMTI TABELIAO JOSE RIBEIRO GUIMARAES,Pública,,0,,0.7
