uf,codigo_escola,nome_escola,dependencia_adm,reprovacao_fundamental_total,reprovacao_medio_total,evasao_fundamental_total,evasao_medio_total
ES,32007124,EMEIEF SEBASTIAO VIDAL,Pública,0,,0,
ES,32007140,EMEIEF FAZENDA SANTA RITA,Pública,0,,0,
ES,32007175,EEEFM ALARICO JOSE DE LIMA,Pública,0,0,0,1.7
ES,32007183,EMEIEF CEDROLANDIA,Pública,0,,0,
ES,32007191,EMEIEF FRANCISCO SECCHIM,Pública,4,,0,
ES,32007205,EMEIEF FRANCISCO TAVARES RENES,Pública,0,,0,
ES,32007213,EMEIEF REGINA ALVES DUTRA,Pública,0,,0,
ES,32007280,EMEIEF OROZIMBO CORREA DA SILVA,Pública,0,,0,
ES,32007396,EMEF SAO SIMAO,Pública,0,,0,
ES,32007469,EMEIEF CORREGO DA TRAVESSIA,Pública,0,,0,
ES,32007477,EMEIEF DARCY JOSE MENON,Pública,0,,0,
ES,32007485,EEPEF FAZENDA JACUTINGA,Pública,0,,0,
ES,32007493,EMEIEF PROF MARIA MAGDALENA MAGNAGO CARDOSO,Pública,0,,0,
ES,32007507,EMEIEFTI SAO LUIZ REI,Pública,0,,0,
ES,32007515,EEEFM JOSE ZAMPROGNO,Pública,4.2,1.6,0.7,0
ES,32007540,EMEIEF FINISTAURO GRILLO,Pública,0,,0,
ES,32007566,EMEIEF CORREGO DO LIMAO,Pública,0,,0,
ES,32007620,EMEIEF SAO MIGUEL,Pública,0,,0,
ES,32007744,EEEFM JOSE ANTONIO DA SILVA ONOFRE,Pública,0,,0,
ES,32064179,EMEF TITO DOS SANTOS NEVES,Pública,0.7,,0,
ES,32069758,EEEFM ASSENTAMENTO OURO VERDE,Pública,0,,0,
ES,32076150,EMEIEF ASSENTAMENTO RODEIO,Pública,0,,0,
ES,32079435,EEEM MARIA DALVA GAMA BERNABE,Pública,,0,,0
ES,32079451,EEEM ZEFERINO OLIOSI,Pública,,5.9,,0
ES,32080220,EEUEF ASSENTAMENTO ADAO PRETTO,Pública,0,,0,
ES,32083246,EMEFTI PROFESSORA ARLENE GERALDO,Pública,5.1,,0,
ES,32101856,IFES - CAMPUS NOVA VENECIA,Pública,,2.9,,0.5
ES,32122012,ESCOLA MUNICIPAL COMUNITARIA RURAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL SANTA HELENA,Pública,1.3,,0,
ES,32122020,ESCOLA MUNICIPAL COMUNITARIA RURAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL AGUA LIMPA,Pública,0,,0,
ES,32123035,ESCOLA MUNICIPAL COMUNITARIA RURAL DE ENSINO FUNDAMENTAL GAVIAOZINHO,Pública,0,,0,
ES,32013167,EMEIEF ALTO SAO PEDRO,Pública,0,,0,
ES,32013213,EMEF AUGUSTO BREDA,Pública,0,,0,
ES,32013256,EMEF ORAIDE GOMES DE MIRANDA,Pública,1.8,,0,
ES,32013272,EEEFM ARARIBOIA,Pública,,0.4,,0
ES,32013280,EMEF HENOC PEREIRA,Pública,0,,0,
ES,32013345,EMEIEF ALFREDO LOOSE,Pública,3.7,,0,
ES,32013370,EMEF CORREGO DO ESPINHO,Pública,0,,0,
ES,32013434,EMEFTI EMILIO KLUG,Pública,0,,0,
ES,32013493,EMEF NICANOR GALDINO,Pública,0,,0,
ES,32013566,EMEF JOSE NUNES DE MIRANDA,Pública,0,,0,
ES,32013663,EMEIEF JOSE LEANDRO SCHWARTZ,Pública,0,,0,
ES,32013698,EMEF MONTES CLAROS,Pública,0,,0,
ES,32013701,EMEF EMILIO MARQUARDT,Pública,0,,0,
ES,32013728,EEEFM SEBASTIANA GRILO,Pública,0.3,2.1,0.3,0
ES,32013779,EMEF BELA AURORA DO PANCAS,Pública,0,,0,
ES,32013906,EEEFM JANUARIO RIBEIRO,Pública,0,0,0,0
ES,32013965,EMEF BARRA DO CORREGO SAO BENTO,Pública,0,,0,
ES,32013973,EMEF BARRA DO ICARAI,Pública,0,,0,
ES,32013990,EMEF ALCIDES MARIA DE JESUS,Pública,0,,0,
ES,32014031,EMEF FAZENDA BOA VISTA,Pública,0,,0,
ES,32014104,EMEF RIO SAO JOSE,Pública,0,,0,
ES,32064942,ESCOLA DE ENSINO FUNDAMENTAL DE PANCAS - COOEPA,Privada,0,,0,
ES,32102046,EEUEF MADRE CRISTINA,Pública,0,,0,
ES,32017243,EEEFM DR EDWARD ABREU DO NASCIMENTO,Pública,,1.8,,0
ES,32017260,EMEF PROF MARCOS BRUNELLI DA ROCHA,Pública,0,,0,
ES,32017278,EMEF FELINTO DAMIAO,Pública,0,,0,
ES,32017286,EEEF PEDRO CANARIO RIBEIRO,Pública,2.2,,0,
ES,32017294,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSOR GUEDES ALCOFORADO,Pública,0.2,,0,
ES,32017308,EMEFTI SAO JOAO BATISTA,Pública,1.1,,0,
ES,32017316,EEEF TRES DE MAIO,Pública,0,,0,
ES,32017391,CEEFMTI MANOEL DUARTE DA CUNHA,Pública,0,0,0,0
ES,32017502,EMEF TAQUARAS,Pública,0,,0,
ES,32017529,EEEFM PROF LUIZA BASTOS FARIA,Pública,1,0,0,0
ES,32017537,EMEF JOSE LUIZ DA COSTA,Pública,2.7,,0,
ES,32080999,EMPEIF JOSE FRANCISCO CORDEIRO,Pública,0,,0,
ES,32082665,EMEITIEF EUNICE DOS SANTOS RODRIGUES,Pública,0,,0,
ES,32083840,EEEF PROFESSORA DEUSZUITA RIBEIRO MACHADO,Pública,3.8,,0,
ES,32015445,EMUEF AGUA LIMPA,Pública,0,,0,
ES,32015488,EMUEF LAPINHA,Pública,2.9,,0,
ES,32015496,EEEFM MARGEM DO ITAUNINHAS,Pública,0,,0,
ES,32015526,EMEF JOSE PINHEIRO,Pública,0.9,,0,
ES,32015534,EMEF JURACY CARDOSO VIANA,Pública,1.1,,0,
ES,32015550,EEEFM SAO JOAO DO SOBRADO,Pública,0,0,0,0
ES,32015569,EMEF SAO JOSE DO JUNDIA,Pública,0,,0,
ES,32015577,EMEFTI VILA NOVA,Pública,0.6,,0,
ES,32015585,EMEIEF AUGUSTO RUSCHI,Pública,0,,0,
ES,32015593,EMEIEFTI FLORINDO MANZOLI,Pública,0,,0,
ES,32015607,EMEFETI GOVERNADOR CARLOS LINDENBERG,Pública,3.1,,0,
ES,32015631,EEEM NOSSA SENHORA DE LOURDES,Pública,,0.4,,0
ES,32015666,EMEF DR EMIR DE MACEDO GOMES,Pública,6.4,,0.5,
ES,32015674,ESCOLA FAMILIA AGRICOLA DE PINHEIROS - MEPES,Privada,0,,3.3,
ES,32015739,EMUEF SANTA RITA,Pública,0,,0,
ES,32015976,EMUEF FAZENDA CREMASCO,Pública,0,,0,
ES,32064446,CE COOPEPI,Privada,0,,0,
ES,32073704,EEPEF MARIA OLINDA DE MENEZES,Pública,0,,0,
ES,32073712,EEEFM SATURNINO RIBEIRO DOS SANTOS,Pública,4.4,,0,
ES,32079460,EPMEIEF ANTONIO BRUNELLI,Pública,2.9,,0,
ES,32044674,EMEIEF NOVA ESPERANCA,Pública,1.2,,0,
ES,32044682,EMEFTI SAO JOAO DA BOA VISTA,Pública,0,,0,
ES,32044690,EMEFTI CEU AZUL,Pública,8,,1.9,
ES,32044712,EMEFTI ITAPUTANGA ARTHUR CARVALHO,Pública,2.3,,0,
ES,32044720,EMEIEF PORTINHO,Pública,2.5,,0,
ES,32044739,EMEF LACERDA DE AGUIAR,Pública,4.7,,0,
ES,32044747,EEEFM PROFESSORA FILOMENA QUITIBA,Pública,0,0,0,3.1
ES,32044755,EMEF MANOEL DOS SANTOS PEDROZA,Pública,9.2,,0,
ES,32076770,CENTRO EDUCACIONAL PAULO FREIRE,Privada,0.7,,0,
ES,32078480,IFES - CAMPUS PIUMA,Pública,,1.2,,0.8
ES,32079940,EMEF JOSE DE VARGAS SCHERRER,Pública,4.2,,0,
ES,32015062,EMEF PROF VALDA COSTA SEVERO,Pública,0,,0,
ES,32015070,EEEFM PROF MARIA MAGDALENA DA SILVA,Pública,0.3,0,0,0
ES,32015410,EMEF PROF¿ CELIA BACELAR,Pública,0,,0,
ES,32079486,EEEF OCTAVIANO RODRIGUES DE CARVALHO,Pública,0,,0,
ES,32079788,EMEIEF PROF JUSSARA BATISTA TAVARES,Pública,0,,0,
ES,32060840,EMEIEF PLURIDOCENTE BARRA DE MAROBA,Pública,2.9,,0,
ES,32060866,EMEF PLURIDOCENTE JIBOIA,Pública,0,,0,
ES,32060874,EMEIEF PLURIDOCENTE MINEIRINHO,Pública,7.7,,0,
ES,32060882,EMEIEF SANTA LUCIA,Pública,0,,0,
ES,32060904,EMEIEF SANTO EDUARDO,Pública,4.9,,0,
ES,32060912,EMEIEF DE JAQUEIRA BERY BARRETO DE ARAUJO,Pública,4.9,,0,
ES,32060920,EEEFM PRESIDENTE KENNEDY,Pública,,0.6,,0
ES,32061056,EMEIEF SAO PAULO,Pública,1.5,,0,
ES,32061064,EMEIEF SAO SALVADOR,Pública,1.2,,0.7,
ES,32061080,EMEIEF PLURIDOCENTE AGUA PRETA,Pública,0,,0,
ES,32061145,EMEIEF UNIDOCENTE GALOS,Pública,0,,0,
ES,32061170,EMEF UNIDOCENTE GROMOGOL,Pública,0,,0,
ES,32076037,EMEIEF ORCI BATALHA,Pública,6.2,,0,
ES,32077718,EMEIEF VILMO ORNELAS SARLO,Pública,1.4,,0,
ES,32025025,EMEIUEF FAZENDA PEZZIN,Pública,0,,0,
ES,32025041,EMEIUEF CORREGO CAPIVARA,Pública,3.7,,0,
ES,32025068,EMEIUEF CORREGO SAO BENTO,Pública,2.9,,0,
ES,32025092,EMEIPEF SAO SEBASTIAO DO LAGRIMAL,Pública,0,,0,
ES,32025114,EMEIEF JOSE STEFENONI,Pública,0.9,,0.3,
ES,32025122,EMEIEF PRIMAVERA,Pública,4.9,,0,
ES,32025149,EEEFM BANANAL,Pública,,2.5,,1.1
ES,32025246,EMUEF CORREGO BANANAL,Pública,13.3,,0,
ES,32025289,EMUEF CORREGO CEDRO,Pública,0,,0,
ES,32025319,EMUEF CORREGO DA PENHA,Pública,12.5,,0,
ES,32025360,EMUEF CORREGO LAGRIMAL,Pública,7.7,,0,
ES,32025394,EMPEF CORREGO SAO PAULO,Pública,5.9,,0,
ES,32025530,EMPEF FAZENDA CLARICE,Pública,0,,0,
ES,32025548,EMUEF FAZENDA IRIRITIMIRIM,Pública,0,,0,
ES,32025599,EMUEF PATRIMONIO DO TIRADENTES,Pública,0,,0,
ES,32025602,EMUEF SANTA EMILIA,Pública,0,,0,
ES,32025629,EMEIUEF VITORIO BACHETTE,Pública,0,,0,
ES,32025688,EMEF TIRADENTES,Pública,8.2,,0,
ES,32062222,ESCOLA FAMILIA AGRICOLA DE RIO BANANAL - MEPES,Privada,,1.7,,0
ES,32078714,EMEF NOVO SABER,Pública,8.4,,0,
ES,32080840,EMUEF SAO JACINTO,Pública,9.1,,0,
ES,32083238,EMEF PROFESSORA MARIA ENDRINGER ANHOLETI,Pública,1.7,,0,
ES,32102054,EMEIEF PANORAMA,Pública,1,,0,
ES,32102062,EMEIEF SANTA RITA,Pública,1.6,,0,
ES,32044860,EMPEIEF IVO MENEGARDO,Pública,0,,0,
ES,32044879,EMPEIEF CACHOEIRINHA,Pública,0,,0,
ES,32044895,EMPEIEF ALTO MUNDO NOVO,Pública,0,,0,
ES,32044909,EMEIEF QUARTEIRAO,Pública,2.9,,0,
ES,32044917,EMPEIEF ORESTE BERNARDO,Pública,3.1,,0,
ES,32044933,EMEF BODART JUNIOR,Pública,2.2,,0,
ES,32044950,EEEFM WALDEMIRO HEMERLY,Pública,1.4,2.5,0,1.7
ES,32044976,ESCOLA FAMILIA AGRICOLA DE RIO NOVO DO SUL - MEPES,Privada,0,,1.4,
ES,32044992,EMEIEF VITAL LUCAS,Pública,4.1,,0,
ES,32045069,EMPEIEF PRINCESA,Pública,5,,0,
ES,32045123,EMPEIEF MARIA GIACOMELLI PETERLE,Pública,0,,0,
ES,32064403,INSTITUTO EDUCACIONAL JOAO MARIA,Privada,0,,0,
ES,32079389,EEEFM VIRGINIA NOVA,Pública,0,0,0,2.7
ES,32031629,EMPEIEF DJALMA GAEDE,Pública,0,,0,
ES,32031645,EMPEF RIBEIRO LIMPO,Pública,0,,0,
ES,32031653,EMPEIEF JANETTA KLEMZ JACOB,Pública,4.4,,0,
ES,32031661,EEEFM ALICE HOLZMEISTER,Pública,0.7,0,0.4,0
ES,32031793,EMPEIEF LUXEMBURGO,Pública,0,,0,
ES,32031807,EMPEIEF JACOB SCHAEFFER,Pública,0,,0,
ES,32032021,EMEIEF MILTON CORTELETTI,Pública,0.6,,0,
ES,32032099,EMPEIEF CALIFORNIA,Pública,4.8,,0,
ES,32032129,EMEIEF ALFREDO LEPPAUS,Pública,0,,3.6,
ES,32032153,EMPEIEFTI TIROL,Pública,3.7,,0,
ES,32078625,EEEFM GUILHERMINA HULDA KRUGER REINHOLZ,Pública,,2,,12
ES,32083416,EMEF ILMA NASCIMENTO DIAS,Pública,2,,0,
ES,32084013,EMUEF RIO DAS PEDRAS,Pública,0,,0,
ES,32084200,EMUEF RIO DO NORTE,Pública,0,,0,
ES,32084404,EMPEIEF RIO DAS FARINHAS,Pública,0,,0,
ES,32084803,EMUEIEF ALFREDO KEMPIM,Pública,0,,0,
ES,32085001,EMUEF CHAVES,Pública,0,,0,
ES,32032188,EMPEIEF ALCIDES PIMENTEL,Pública,8.5,,0,
ES,32032196,EMEIEF SAO SEBASTIAO,Pública,3.2,,0,
ES,32032200,EEEFM FREDERICO BOLDT,Pública,2.5,0,0,0
ES,32032218,EMEIEF RECREIO,Pública,4.6,,0,
ES,32032226,EMPEIEF RIO DAS PEDRAS,Pública,0,,0,
ES,32032234,EEEFM SAO LUIS,Pública,1.5,2.4,0,0
ES,32032250,EMEF VILA DE JETIBA,Pública,7.4,,0,
ES,32032269,EEEFM PROF HERMANN BERGER,Pública,2.4,1.1,0,0
ES,32032277,EEEFM GRACA ARANHA,Pública,0.2,0,0,0.2
ES,32032293,EMUEF ALTO RECREIO,Pública,5,,0,
ES,32032315,EMPEIEF CORREGO SAO SEBASTIAO,Pública,0,,0,
ES,32032323,EMUEF JOAO GUILHERME GERMANO BORCHARDT,Pública,0,,0,
ES,32032331,EMUEF ALBERTO SCHULZ,Pública,0,,0,
ES,32032340,EMUEF FAZENDA GUSTAVO BERGER,Pública,0,,0,
ES,32032358,EMPEF FAZENDA KRUGER,Pública,0,,0,
ES,32032366,EMUEF ADOLPHO PAGUNG,Pública,2.1,,0,
ES,32032382,EMUEF FAZENDA VICTOR PONATH,Pública,0,,0,
ES,32032404,EMUEF FAZENDA FRANZ BOLDT,Pública,0,,0,
ES,32032439,EMPEIEF SANTA LUZIA,Pública,0,,0,
ES,32032536,EMEF JOAO LAUVERS,Pública,8.7,,0.3,
ES,32032544,EMPEIEF CABECEIRA DO RIO SANTA MARIA,Pública,0,,0,
ES,32032560,EMPEIEF FAZENDA ARTHUR PLASTER,Pública,6.6,,0,
ES,32032579,EEEFM FAZENDA EMILIO SCHROEDER,Pública,2,1.6,0,0
ES,32032587,EMPEIEF FAZENDA GUSTAVO ROGGE,Pública,8.1,,0,
ES,32032595,EMEIEF ANTONIO GONCALVES,Pública,8.8,,1.3,
ES,32032609,EMEIEF LUIZ GUILHERME HENRIQUE POTRATZ,Pública,7.3,,0,
ES,32032617,EMPEIEF RIO TAQUARA,Pública,2.1,,0,
ES,32032625,EMPEIEF CARLOS ZUMMACH,Pública,0,,0,
ES,32032633,EEEFM ALTO RIO POSSMOSER,Pública,5.3,3.6,0,0
ES,32032641,ESCOLA FAMILIA AGRICOLA DE SAO JOAO DO GARRAFAO - MEPES,Privada,0,1.5,0,3.1
ES,32032668,EMUEF ALTO RIO TRIUNFO,Pública,9.1,,0,
ES,32032676,EMUEF BAIXO RIO PANTOJA,Pública,6.2,,0,
ES,32032684,EMPEIEF BARRACAO DO RIO POSSMOSER,Pública,7,,0,
ES,32032692,EMPEIEF CABECEIRA DO RIO LAMEGO,Pública,0,,0,
ES,32032714,EMUEF CABECEIRA DO RIO POSSMOSER,Pública,0,,0,
ES,32032722,EMPEIEF CARLOS ZIETLOW,Pública,5.6,,0,
ES,32032730,EMUEF CORREGO SIMAO,Pública,0,,0,
ES,32032749,EMPEIEF FAZENDA FRANZ SCHNEIDER,Pública,3.4,,0,
ES,32032803,EMUEF RIO CLARO,Pública,0,,0,
ES,32032838,EMPEIEF RIO LAMEGO,Pública,0,,0,
ES,32033184,EMUEF SERRA DO GELO,Pública,0,,0,
ES,32063180,ESCOLA COOPERACAO,Privada,0,,0,
ES,32081340,IFES - CAMPUS CENTRO SERRANO,Pública,,8.3,,0
ES,32094604,EEEM FRANCISCO GUILHERME,Pública,,0,,0
ES,32032951,EEEFM JOSE PINTO COELHO,Pública,0,3,0,1.9
ES,32033036,EMPEIEF ALTO SANTO ANTONIO,Pública,9.1,,0,
ES,32033052,EMPEIEF GOIAPABOACU,Pública,0,,0,
ES,32033176,EMEIEF SEBASTIAO JOSE PIVETTA,Pública,2,,0,
ES,32033214,EMPEIEF FELICIO ALBERTO BARATELLA,Pública,0,,0,
ES,32033230,EMEIEF PAULINO ROCON,Pública,0.6,,0,
ES,32033443,EEUEF MARIA JULITA,Pública,0,,0,
ES,32033451,EMEF VISCONDE DE INHAUMA,Pública,0,,0,
ES,32033460,EMEF ANTONIO VALESINI,Pública,4.3,,0,
ES,32033478,EEEFM FREDERICO PRETTI,Pública,2,5.3,0,0
ES,32033486,IFES - CAMPUS SANTA TERESA,Pública,,3.9,,2.1
ES,32033575,EMEIEF PROFESSOR HAUSLER,Pública,0,,0,
ES,32061773,EMPEIEF GERALDA RODRIGUES SARMENTO,Pública,0,,0,
ES,32086008,ESCOLA SANTA CATARINA,Privada,0.3,0,0,0
ES,32094426,EMEF PROFESSOR ETHEVALDO DAMAZIO,Pública,1.7,,0,
ES,32115024,EMEIEF VALE DE TABOCAS,Pública,1.5,,0,
ES,32014163,EMEF CORREGO SAO GONCALO,Pública,7.1,,0,
ES,32014180,EMEIEF BRACO DO SUL,Pública,0.8,,0,
ES,32014198,EMEIEF CORREGO DA DIVISA,Pública,1.7,,0,
ES,32014201,EMEIEF CORREGO DUMER,Pública,0,,0,
ES,32014210,EMEIEF PATRIMONIO DE SANTO ANTONIO,Pública,0,,0,
ES,32014236,EEEFM SAO DOMINGOS,Pública,3.4,7,0,0
ES,32014295,EMEIEF CORREGO FERRUGEM,Pública,0,,0,
ES,32014309,EMEF CORREGO NEGRO,Pública,0,,0,
ES,32014384,EMEIEF FAZENDA SANTA HELENA,Pública,0,,0,
ES,32014406,EMEF ADVENTISTA DE MOROBA,Pública,0,,0,
ES,32014422,EMEF BRACO DO SUL,Pública,0,,0,
ES,32062079,EMEF PATRIMONIO DE SAO FRANCISCO,Pública,0,,0,
ES,32069057,EMEF MARIA MARIANI,Pública,0,,0,
ES,32076355,EMEF ANANIAS CUSTODIO,Pública,1.1,,0,
ES,32007655,EMEFTI BEM VIVER,Pública,0,,0,
ES,32007736,EMEIEF JOAO GABRIEL,Pública,0,,0,
ES,32007752,EMEIEF LADIR DA PENHA,Pública,0,,0,
ES,32007779,EEUEF VALDIVINO GROONER,Pública,0,,0,
ES,32007787,EMEF PROFESSORA ANNA CAVATTI COLOMBI,Pública,1.2,,0,
ES,32007795,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL BERTOLO MALACARNE,Pública,3,,0,
ES,32007817,EMEF IRMA ADELAIDE BERTOCCHI,Pública,12.2,,1.1,
ES,32007825,EMEF PROFESSOR CARLOS DIAS MIRANDA CUNHA,Pública,0.3,,0,
ES,32007841,EMEF PROF MARIA CELESTE TOREZANI STORCH,Pública,0.2,,0,
ES,32007876,CEEFMTI GOVERNADOR GERSON CAMATA,Pública,1.7,0,0,0
ES,32007922,EEB COOPESG ROBUSTA,Privada,0,,0,
ES,32007930,ESCOLA FAMILIA AGRICOLA DE ENSINO FUNDAMENTAL E MEDIO E EDUCACAO PROFISSIONAL DO BLEY - MEPES,Privada,0,3.3,0,0
ES,32007965,EEUEF CORREGO BLEY,Pública,0,,0,
ES,32007973,EEUEF CORREGO COMPRIDO,Pública,0,,0,
ES,32007981,EEEFM CORREGO DA LAPA,Pública,0,,0,
ES,32008007,EEEF CORREGO DAS ARARAS,Pública,0,,0,
ES,32008066,EEEF FAZENDA SUAVE,Pública,0,,0,
ES,32008104,EEEFM SAO JOAO BATISTA,Pública,0,,0,
ES,32008112,EEUEF SAO SALVADOR,Pública,0,,0,
ES,32008198,EEUEF CORREGO IRACEMA,Pública,0,,0,
ES,32008201,EEEFM FAZENDA LOVO,Pública,0,,0,
ES,32008228,EMUEIEF PATRIMONIO SAO ROQUE,Pública,0,,0,
ES,32008236,EEEFM VERA CRUZ,Pública,0,0,0,0
ES,32008317,EEUEF FAZENDA DOBROWOLSKY,Pública,0,,0,
ES,32008368,EMEIEF FLOR DA TERRA ROXA,Pública,0,,0,
ES,32008473,EEEF CORREGO QUEIXADA,Pública,0,,0,
ES,32008627,EEUEF DUAS BARRAS,Pública,0,,0,
ES,32067348,EMEIC FRANCISCO JOSE MATTEDI,Pública,0.5,,0,
ES,32082177,EMEIEF VILA FARTURA,Pública,0,,0,
ES,32082274,EEEFM ILDA FERREIRA DA FONSECA MARTINS,Pública,0.9,1.6,0,0
ES,32058209,EM ANITO GOMES TEIXEIRA,Pública,0,,0,
ES,32058241,EM MANOEL FRANCO,Pública,0,,0,
ES,32058268,EEEFM MERCES GARCIA VIEIRA,Pública,0,0,0,0
ES,32058632,EM UMBELINA MACHADO DA SILVA,Pública,0,,0,
ES,32064470,EM ERCILIO CORDEIRO,Pública,0,,0,
ES,32006136,EPM PATRIMONIO CORREGO DA AREIA,Pública,0,,0,
ES,32006179,EUM SAO JOAO BOSCO,Pública,0,,0,
ES,32016573,EEEFM XIII DE SETEMBRO,Pública,0,,0,
ES,32016913,EUM SANTO ANJO,Pública,0,,0,
ES,32016980,EUM UNIAO,Pública,0,,0,
ES,32017790,EPM CORREGO DO RANCHO,Pública,0,,0,
ES,32017804,EPM CORREGO GRANDE,Pública,3.8,,0,
ES,32017855,EPM MILITINO CARRAFA,Pública,0,,0,
ES,32017863,EMEF KM 35,Pública,6.4,,0,
ES,32017871,EMEF PROFESSORA HERINEA LIMA OLIVEIRA,Pública,9,,0.6,
ES,32017880,EMEF ALMIR QUEIROZ,Pública,5,,0,
ES,32017898,EMEF VALERIO COSER,Pública,0.8,,0,
ES,32017901,EPM VAVERSA,Pública,0,,0,
ES,32017910,EPM DIVINO ESPIRITO SANTO,Pública,0,,0,
ES,32017952,EEEFM AMERICO SILVARES,Pública,0,,0,
ES,32017960,EMEF PROF¿ MARIZETE VENANCIO DO NASCIMENTO,Pública,6.4,,0,
ES,32017979,EMEF VEREADOR LAURINDO SAMARITANO,Pública,10.8,,0,
ES,32017995,EEEFM DR EMILIO ROBERTO ZANOTTI,Pública,0.6,0,0,0
ES,32018010,EMEF LILAZINA GOMES DE SOUZA,Pública,0,,0,
ES,32018029,EMEF BOM SUCESSO,Pública,6.9,,0,
ES,32018037,EMEF PAULO ANTONIO DE SOUZA,Pública,7.6,,1,
ES,32018045,EEEF EGIDIO BORDONI,Pública,0,,0,
ES,32018061,EEEFM PIO XII,Pública,0,,0,
ES,32018088,EMEF SANTA TEREZINHA,Pública,1.3,,0,
ES,32018096,EEEFM SANTO ANTONIO,Pública,0,3.1,0,0.2
ES,32018100,CEEFMTI MARITA MOTTA SANTOS,Pública,0,0,0,0
ES,32018134,ESCOLA ALTERNATIVA LAGO DOS CISNES,Privada,0.4,0,0,0
ES,32018142,EMEF DR ARNOBIO ALVES DE HOLANDA,Pública,7.7,,0,
ES,32018169,EEEM CECILIANO ABEL DE ALMEIDA,Pública,,1.5,,0
ES,32018185,EMEF MARIA DA CUNHA FUNDAO,Pública,0,,0,
ES,32018193,EMEF PROFESSOR JOAO PINTO BANDEIRA,Pública,15.2,,0,
ES,32018339,EMEF GOLFINHO,Pública,1,,0,
ES,32018398,EUM NOSSA SRA DE LOURDES,Pública,0,,0,
ES,32018460,EPM CORREGO MATA SEDE,Pública,0,,0,
ES,32018509,EPM KM 20,Pública,0,,0,
ES,32018533,EUM CORREGO DO PIQUI,Pública,0,,0,
ES,32018541,EPM ANTONIO MACIEL FILHO,Pública,0,,0,
ES,32018592,EPM SAO JORGE,Pública,0,,0,
ES,32018711,EMEF BENEDICTO CAULYT FIGUEIREDO,Pública,20.8,,0.9,
ES,32018720,ECORM PROFESSORA MARIA FRANCISCA NUNES COUTINHO,Pública,9.1,,0,
ES,32018789,EPM ALICE MOREIRA MACHADO,Pública,0,,0,
ES,32018800,EPM CAMPO GRANDE DE BAIXO,Pública,3.2,,0,
ES,32018886,EPM SAO MIGUEL,Pública,0,,0,
ES,32018916,EPM RIO PRETO,Pública,11.6,,0,
ES,32019009,EPM DILO BARBOSA,Pública,0,,0,
ES,32019025,EPM NOVA VISTA,Pública,0,,0,
ES,32019041,EMEF ANEDINA ALMEIDA SANTOS,Pública,3,,0,
ES,32019050,EEEFM CORREGO DE SANTA MARIA,Pública,0,0,0,0
ES,32019068,EMEF MERCEDES DE AGUIAR,Pública,1.4,,0,
ES,32019076,EUM ANA GELCA DE MATOS,Pública,0,,0,
ES,32019084,EPM CORREGO DO GAMA,Pública,0,,0,
ES,32019092,EUM CORREGO SANTA MARIA,Pública,0,,0,
ES,32019181,EPM CORREGO DO CHIADO,Pública,3.8,,0,
ES,32019270,EEEF 27 DE OUTUBRO,Pública,0,,0,
ES,32019327,EPM CORREGO SECO,Pública,0,,0,
ES,32019335,EMEIEF SAO PIO X,Pública,1.4,,0,
ES,32019343,EEPEF PADRE EZEQUIEL,Pública,7.1,,0,
ES,32019351,EPM PALMITO,Pública,0,,0,
ES,32019378,EEPEF VALE DA VITORIA,Pública,0,,0,
ES,32019416,EPM CORREGO DO ATERRO,Pública,9.1,,0,
ES,32019440,EUM SANTA ROSA DE LIMA,Pública,0,,0,
ES,32019459,EEEFM NESTOR GOMES,Pública,1.6,1.4,0,0
ES,32019521,EPM ANTONIO LIMA,Pública,0,,0,
ES,32019564,EPM GIRASSOL,Pública,3.1,,0,
ES,32064101,COLEGIO CONHECER,Privada,0,7.9,0,0
ES,32066872,CE CASTELINHO ENCANTADO,Privada,0.9,,0,
ES,32068530,ESCOLA FAMILIA AGRICOLA DO KM 41 - MEPES,Privada,6.1,,0,
ES,32068573,EUM SAPUCAIA II,Pública,0,,0,
ES,32069383,EPM BERNADETE LOURDES BASTOS,Pública,0,,0,
ES,32069596,EMEF DORA ARNIZAUT SILVARES,Pública,17.2,,0,
ES,32069855,EMEF VILA VERDE,Pública,8,,0,
ES,32070594,ESCOLA MASTER,Privada,0.5,0,0,0
ES,32071515,EMEF CLARISSE FRAGOSO MONTEIRO LOBATO GALVAO DE SAO MARTINHO,Pública,5.6,,0.2,
ES,32071523,EMEF MARIA APARECIDA DOS SANTOS SILVA FILADELFO,Pública,9.8,,0.4,
ES,32073216,EMEF CORREGO DO MILANEZ,Pública,9,,0,
ES,32073224,EPM SAO DOMINGOS DE ITAUNINHAS,Pública,0,,0,
ES,32075065,EMEIEF ASSENTAMENTO ZUMBI DOS PALMARES,Pública,0,,0,
ES,32075260,CE CRER E SER,Privada,0,,0,
ES,32076045,EMEF OURO NEGRO,Pública,2.8,,0.1,
ES,32077459,CE SANTA CLARA,Privada,7.2,,0,
ES,32078722,EEEFM WALLACE CASTELLO DUTRA,Pública,0,1.9,0,0
ES,32079494,EPM ENEDINO MONTEIRO,Pública,0,,0,
ES,32079605,IFES - CAMPUS SAO MATEUS,Pública,,1.6,,0.3
